id,created_at,updated_at,source_key,pdf_stem,pdf_filename,year,exam_type,exam_session,is_secondary_language,exam_part,problem_number,sub_part,statement_text,solution_text,max_points,formula_image_urls,figure_urls,has_figure,difficulty_level,topic_tags,human_reviewed,reviewed_by,reviewed_at,ocr_used,notes,problem_image_url
f720d593-62e0-4bfc-9598-ed5164952e37,2026-03-28 16:45:23.087759+00,2026-04-13 09:51:45.393224+00,k_mat_20okt_fl__018__b,k_mat_20okt_fl,k_mat_20okt_fl.pdf,2020,kozep,oktober,false,II,18,b,"Egy huszonnyolcas acélszög három forgástestre bontható. A feje egy olyan csonkakúp,
amelynek alapköre 5 mm, fedőköre 2 mm átmérőjű, magassága pedig 1 mm. A szög hen-
geres része 25 mm hosszú, átmérője szintén 2 mm. Végül a szög hegye egy olyan forgás-
kúpnak tekinthető, melynek magassága 2,5 mm, alapkörének átmérője pedig 2 mm.

b) Körülbelül hány darab szöget kapunk, ha a szög anyagának sűrűsége 7,8 g/cm3?
(Tömeg = sűrűség × térfogat.)
Megkértünk 50 embert, hogy egy barkácsboltban vegyenek egy-egy marék (kb. 10 dkg)
acélszöget ugyanabból a fajtából, majd megszámoltuk, hogy hány darab szöget vásárol-
tak. Az alábbi táblázat mutatja a darabszámok eloszlását.
a vásárolt szögek
gyakorisága  a vásárolt szögek
gyakorisága
száma (db)
száma (db)
120-124
1
140-144
10
125-129
2
145-149
7
130-134
6
150-154
5
135-139
17
155-159
2",null,17,[],[],false,null,"[""geometria-ter"",""statisztika"",""szovegfeladas""]",true,null,null,false,[AI:claude-sonnet-4-6],https://grdrmuauenfiewmoapvu.supabase.co/storage/v1/object/public/problem-images/k_mat_20okt_fl/crops/k_mat_20okt_fl_prob_018.png
6702afe8-b49b-40ba-9b3d-e44f8e6c0cd7,2026-03-28 16:45:24.229712+00,2026-04-13 09:52:40.492963+00,e_mat_20okt_fl__004__a,e_mat_20okt_fl,e_mat_20okt_fl.pdf,2020,emelt,oktober,false,I,4,a,"Ha András az asztalra ejti a pingponglabdáját, akkor a labda az ejtési magasság kb. 84%-
ára pattan vissza. Ezután tovább pattog úgy, hogy minden asztalra érkezés után az előző
felpattanás magasságának 84%-áig emelkedik fel.
a) András egy alkalommal (az asztal lapjától mérve) 1 méter magasságból ejtette az
asztalra a pingponglabdát. Mekkora utat tesz meg összesen a pingponglabda az első
asztalra érkezésétől a tizenötödikig? (Feltételezzük, hogy a labda csak függőleges
irányban mozog, a vízszintes irányú elmozdulása elhanyagolható.)
András azt állítja, hogy az összes pingponglabdájának száma 6-tal osztva 2 maradékot,
15-tel osztva pedig 1 maradékot ad.",null,14,[],[],false,null,"[""sorozatok"",""szamelmelet"",""geometria-ter"",""szovegfeladas""]",true,null,null,false,[AI:claude-sonnet-4-6],https://grdrmuauenfiewmoapvu.supabase.co/storage/v1/object/public/problem-images/e_mat_20okt_fl/crops/e_mat_20okt_fl_prob_004.png
9b81674d-fe14-4cf2-a270-7db27f670902,2026-03-28 16:45:24.541463+00,2026-04-13 09:53:00.683693+00,e_mat_20okt_fl__006__a,e_mat_20okt_fl,e_mat_20okt_fl.pdf,2020,emelt,oktober,false,II,6,a,"Egyes kutatók szerint a városokban az influenzával fertőzött betegek száma a
L
B t
( )
formula szerint alakul. A képletben t az influenzajárvány kez-
=
{{formula:e_mat_20okt_fl_p14_001.png}}
0
detétől eltelt idő napokban kifejezve (0 ≤ t < 30), L a város lakosainak száma, B0 pedig a
járvány kezdetekor a fertőzött betegek száma a városban (0 < B0 < L).
Egy nagyvárosban L = 1,5 millió, B0 = 1000.
a) A modell szerint hány fertőzött betegre lehet számítani ebben a városban a járvány
kezdete után 5 nappal?",null,16,"[""https://grdrmuauenfiewmoapvu.supabase.co/storage/v1/object/public/problem-images/e_mat_20okt_fl/formulas/e_mat_20okt_fl_p14_001.png"",""https://grdrmuauenfiewmoapvu.supabase.co/storage/v1/object/public/problem-images/e_mat_20okt_fl/formulas/e_mat_20okt_fl_p14_002.png""]",[],true,null,"[""exponencialis"",""egyenletek"",""sorozatok"",""hatarertek"",""bizonyitasok"",""szovegfeladas""]",true,null,null,false,[AI:claude-sonnet-4-6],https://grdrmuauenfiewmoapvu.supabase.co/storage/v1/object/public/problem-images/e_mat_20okt_fl/crops/e_mat_20okt_fl_prob_006.png
5dad8fb6-efbe-426c-b507-a90d7bd0b6ea,2026-03-28 16:44:42.068896+00,2026-04-13 07:57:39.439137+00,k_mat_25okt_fl__016__b,k_mat_25okt_fl,k_mat_25okt_fl.pdf,2025,kozep,oktober,false,II,16,b,"Az emberiség évente körülbelül 56 milliárd kávékapszulát használ el. Egy környezetvéde-
lemmel foglalkozó honlapon1 az az állítás olvasható, hogy 56 milliárd darab kapszulát egy-
más mellé sorba állítva a kapszulák lánca 57-szer olyan hosszú lenne, mint az Egyenlítő.

b) Mennyi kávé fér egy ilyen kapszulába?
Válaszát köbcentiméterben, egészre kerekítve adja meg!
Egy másik kávékapszula belseje jó közelítéssel félgömb alakú,
űrtartalma 10 milliliter.",null,17,[],[],false,null,"[""geometria-ter"",""valoszinuseg"",""szovegfeladas""]",true,null,null,false,[AI:claude-sonnet-4-6],https://grdrmuauenfiewmoapvu.supabase.co/storage/v1/object/public/problem-images/k_mat_25okt_fl/crops/k_mat_25okt_fl_prob_016.png
7263ef1e-dad7-4f12-a1bc-b1786eeadc4b,2026-03-28 16:45:22.646001+00,2026-04-13 09:50:51.358878+00,k_mat_20okt_fl__015__b,k_mat_20okt_fl,k_mat_20okt_fl.pdf,2020,kozep,oktober,false,II,15,b,"Egy klímakutató a globális éves középhőmérséklet alakulását vizsgálja. Rendelkezésére
állnak a Föld évenkénti középhőmérsékleti adatai 1900-tól kezdve. A kutató az adatok
alapján az alábbi f függvénnyel modellezi az éves középhőmérséklet alakulását:
2 – 0,0063x + 15,2.
f (x) = 0,0001x
A képletben x az 1900 óta eltelt évek számát, f (x) pedig az adott év középhőmérsékletét
jelöli Celsius-fokban (0 ≤ x ≤ 119).

b) Melyik évben volt az éves középhőmérséklet 15,42 °C?
A kutató (a 2000 óta mért adatok alapján tett) egyik feltételezése szerint 2018 utáni né-
hány évtizedben a globális éves középhőmérséklet alakulását a következő függvénnyel
lehet előre jelezni:
g(t) = 15,92 · 1,002t.

Ebben a képletben t a 2018 óta eltelt évek számát, g(t) pedig az adott év becsült közép-
hőmérsékletét jelöli Celsius-fokban (0 ≤ t).",null,14,[],[],false,null,"[""fuggvenyek"",""egyenletek"",""exponencialis"",""szovegfeladas""]",true,null,null,false,[AI:claude-sonnet-4-6],https://grdrmuauenfiewmoapvu.supabase.co/storage/v1/object/public/problem-images/k_mat_20okt_fl/crops/k_mat_20okt_fl_prob_015.png
39d19f5a-c50a-41c8-8f5e-2a8fef8b8543,2026-03-28 16:45:55.884082+00,2026-04-13 07:57:44.734832+00,k_mat_16maj_fl__004__,k_mat_16maj_fl,k_mat_16maj_fl.pdf,2016,kozep,majus,false,I,4,null,"Hány olyan háromjegyű pozitív egész szám van, amelynek minden számjegye különböző?",null,2,[],[],false,null,"[""kombinatorika""]",true,null,null,false,[AI:claude-sonnet-4-6],https://grdrmuauenfiewmoapvu.supabase.co/storage/v1/object/public/problem-images/k_mat_16maj_fl/crops/k_mat_16maj_fl_prob_004.png
3ef45cfd-ea5a-4708-96b9-a20fcb66a254,2026-03-28 16:45:33.729743+00,2026-04-13 09:58:34.868494+00,e_mat_19okt_fl__005__a,e_mat_19okt_fl,e_mat_19okt_fl.pdf,2019,emelt,oktober,false,II,5,a,"a) Döntse el, hogy igaz-e a következő állítás! Válaszát indokolja!
Ha egy háromszög két magassága egyenlő hosszúságú, akkor a háromszög egyenlő
szárú.

Egy háromszögben a szokásos jelölésekkel a = 3, b =
27  és β = 2α.
b) Számítsa ki a háromszög szögeit!
Az egységnyi oldalú, szabályos ABC háromszögbe olyan PQRS téglalapot írunk, melynek
PQ oldala az AB oldalra illeszkedik, R a BC oldal pontja, S pedig a CA oldalé.
c) Határozza meg a PQRS téglalap területének maximális értékét!

a)
b)
c)
Ö.:
Az 5-9. feladatok közül tetszése szerint választott négyet kell megoldania.
A kihagyott feladat sorszámát írja be a 3. oldalon található üres négyzetbe!",null,16,[],[],false,null,"[""geometria-sik"",""trigonometria"",""bizonyitasok"",""differencialszamitas""]",true,null,null,false,[AI:claude-sonnet-4-6],https://grdrmuauenfiewmoapvu.supabase.co/storage/v1/object/public/problem-images/e_mat_19okt_fl/crops/e_mat_19okt_fl_prob_005.png
d69b468e-c7fa-459b-963a-dc11e2e1a8f1,2026-03-28 16:45:35.465029+00,2026-04-13 10:00:43.526398+00,k_mat_19maj_fl__016__a,k_mat_19maj_fl,k_mat_19maj_fl.pdf,2019,kozep,majus,false,II,16,a,"Péter elhatározza, hogy összegyűjt 3,5 millió Ft-ot egy használt elektromos autó vásárlá-
sára, mégpedig úgy, hogy havonta egyre több pénzt tesz félre a takarékszámláján. Az első
hónapban 50 000 Ft-ot tesz félre, majd minden hónapban 1000 Ft-tal többet, mint az azt
megelőző hónapban. (A számlán gyűjtött összeg kamatozásával Péter nem számol.)

5 pont
a)
b)
c)
d)
Ö.:
A 16-18. feladatok közül tetszése szerint választott kettőt kell megoldania.
A kihagyott feladat sorszámát írja be a 3. oldalon lévő üres négyzetbe!",null,17,[],[],false,null,"[""sorozatok"",""statisztika"",""exponencialis"",""egyenletek"",""kombinatorika"",""szovegfeladas""]",true,null,null,false,[AI:claude-sonnet-4-6],https://grdrmuauenfiewmoapvu.supabase.co/storage/v1/object/public/problem-images/k_mat_19maj_fl/crops/k_mat_19maj_fl_prob_016.png
30126799-9a00-42f2-9640-94db43a72b73,2026-03-28 16:45:37.353586+00,2026-04-13 10:01:33.854438+00,e_mat_19maj_fl__004__a,e_mat_19maj_fl,e_mat_19maj_fl.pdf,2019,emelt,majus,false,I,4,a,"Egy bűvész két egyforma „dobótetraédert” használ az egyik mutatványához. A dobótet-
raéder alakja olyan szabályos háromoldalú gúla, amelynek alapéle 6 cm hosszú, az oldal-
élei pedig 30°-os szöget zárnak be az alaplap síkjával.
a) Határozza meg a tetraéder térfogatát!
A tetraéderrel 1-est, 2-est, 3-ast vagy 4-est lehet dobni (a dobás eredményének az alsó
lapon lévő számot tekintjük). Az 1-es, a 2-es, illetve a 3-as dobásának valószínűsége
egyenlő. A 4-es dobásának valószínűsége ötször akkora, mint az 1-es dobásé.",null,11,[],[],false,null,"[""geometria-ter"",""valoszinuseg"",""szovegfeladas""]",true,null,null,false,[AI:claude-sonnet-4-6],https://grdrmuauenfiewmoapvu.supabase.co/storage/v1/object/public/problem-images/e_mat_19maj_fl/crops/e_mat_19maj_fl_prob_004.png
31df2d98-2aaa-4380-a532-1a8b20ab9f52,2026-03-28 16:45:39.415462+00,2026-04-13 10:04:58.132704+00,k_mat_18okt_fl__017__d,k_mat_18okt_fl,k_mat_18okt_fl.pdf,2018,kozep,oktober,false,II,17,d,"Barnabás telefonján a képernyő átlója 5,4 col (1 col ≈ 25,4 mm), a képernyő
oldalainak aránya 16 : 9. A telefon téglalap alakú előlapján a képernyő alatt
és felett 12-12 mm, két oldalán 3-3 mm szélességű szegély van.

Pontszám
Tanulók száma
0-20
0
21-30
8
31-40
12
d) A táblázat alapján mennyi a 100 tanuló pontszámá-
41-50
8
nak lehetséges legmagasabb átlaga?
51-60
18
61-70
20
71-80
12
81-90
16
91-100
6

a)
b)
c)
d)
Ö.:
A 16-18. feladatok közül tetszése szerint választott kettőt kell megoldania.
A kihagyott feladat sorszámát írja be a 3. oldalon lévő üres négyzetbe!",null,17,[],[],false,null,"[""geometria-sik"",""valoszinuseg"",""kombinatorika"",""statisztika"",""szovegfeladas""]",true,null,null,false,[AI:claude-sonnet-4-6],https://grdrmuauenfiewmoapvu.supabase.co/storage/v1/object/public/problem-images/k_mat_18okt_fl/crops/k_mat_18okt_fl_prob_017.png
6436ba69-4aae-4b5a-8712-5877a363d048,2026-03-28 16:45:40.987768+00,2026-04-13 10:06:06.497967+00,e_mat_18okt_fl__006__b,e_mat_18okt_fl,e_mat_18okt_fl.pdf,2018,emelt,oktober,false,II,6,b,"b) Fogalmazza meg a II. állítás megfordítását, és a megfordított állításról is döntse el,
hogy igaz vagy hamis! Válaszát indokolja!
Egy matematika-vizsgafeladatban három állítás logikai értékét kell meghatározni (igaz
vagy hamis). Három helyes válasz esetén 2, két helyes válasz esetén 1, kettőnél kevesebb
helyes válasz esetén 0 pontot kap a vizsgázó. Béla tanult egy keveset, de bizonytalan a
tudása: mindegyik kérdésnél 0,6 valószínűséggel találja el a helyes választ.",null,16,[],[],false,null,"[""logika"",""geometria-sik"",""trigonometria"",""valoszinuseg"",""szovegfeladas""]",true,null,null,false,[AI:claude-sonnet-4-6],https://grdrmuauenfiewmoapvu.supabase.co/storage/v1/object/public/problem-images/e_mat_18okt_fl/crops/e_mat_18okt_fl_prob_006.png
b67a2558-bf78-4983-9264-944778cd21b8,2026-03-28 16:44:43.439607+00,2026-03-28 22:16:19.613639+00,k_mat_25maj_fl__001__,k_mat_25maj_fl,k_mat_25maj_fl.pdf,2025,kozep,majus,false,I,1,null,"Adottak a következő halmazok: A = {1; 2; 3; 4; 5} és B = {1; 3; 5; 7; 9}.
Elemei felsorolásával adja meg az A ∪ B és az A \ B halmazt!

A ∪ B =

A \ B =",null,1,[],[],false,konnyu,"[""halmazok""]",true,Farkas Áron,2026-03-28 22:16:19.613639+00,false,,https://grdrmuauenfiewmoapvu.supabase.co/storage/v1/object/public/problem-images/k_mat_25maj_fl/crops/k_mat_25maj_fl_prob_001.png
9a2e2826-e187-4e76-9f33-de5abeda0d46,2026-03-28 16:45:25.921991+00,2026-04-13 09:53:45.994974+00,k_mat_20maj_fl__014__b,k_mat_20maj_fl,k_mat_20maj_fl.pdf,2020,kozep,majus,false,II,14,b,"A 2016-os nyári olimpiai játékok női súlylökés versenyszámának döntője alapján készült
az alábbi, hiányosan kitöltött táblázat, amely az első öt helyezett dobásainak hosszát mu-
tatja. Egy adott versenyző eredménye az érvényes dobásai közül a legnagyobb. A táblá-
zatban az × az érvénytelen dobást jelzi.
1. dobás
2. dobás
3. dobás
4. dobás
5. dobás
6. dobás
Eredmény
Név (ország)
Helyezés
(m)
(m)
(m)
(m)
(m)
(m)
(m)
Valerie Adams
19,79
20,42
19,80
20,39
×
×
Új-Zéland
Michelle Carter
19,12
19,82
19,44
19,87
19,84
20,63
Egyesült Államok
Kung Li-csiao
18,98
19,18
19,39
×
×
×
Kína
Márton Anita
17,60
18,72
19,39
19,38
19,10
19,87
Magyarország
Raven Saunders
18,88
19,35
×
×
×
×
Egyesült Államok

b) Számítsa ki Márton Anita hat dobásának átlagát és szórását!
A súlylökés, mint versenyszám hivatalos leírásában ez szerepel: „A súlylökés a nőknél
4 kg-os, vasból vagy sárgarézből készült, gömb alakú, tömör fémgolyóval történik, mely-
nek átmérője nagyobb, mint 9,5 cm, de kisebb, mint 11 cm.”",null,12,[],[],false,null,"[""statisztika"",""geometria-ter"",""szovegfeladas""]",true,null,null,false,[AI:claude-sonnet-4-6],https://grdrmuauenfiewmoapvu.supabase.co/storage/v1/object/public/problem-images/k_mat_20maj_fl/crops/k_mat_20maj_fl_prob_014.png
